# file...... house1_data.csv
# date...... Tue Oct 24 14:47:55 2017
# user...... nomad
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,house1:air_temperature, house1:outdoor_temperature, house1:is_COOL_on, house1:cooling_setpoint, house1_meter:measured_real_power, house1_meter:measured_real_energy
2017-10-24 04:08:00 EDT,+64.1207,+56.614,+0,+65,+11037.1,+23110.6
2017-10-24 04:09:00 EDT,+66.7026,+56.563,+0,+65,+11033.9,+23294.5
2017-10-24 04:10:00 EDT,+68.5595,+56.512,+0,+65,+4445,+23467.4
2017-10-24 04:11:00 EDT,+68.2823,+56.461,+0,+65,+4445,+23541.5
2017-10-24 04:12:00 EDT,+67.9231,+56.41,+1,+65,+7346.17,+23620.4
2017-10-24 04:13:00 EDT,+66.4131,+56.359,+1,+65,+7344.35,+23742.9
2017-10-24 04:14:00 EDT,+65.1996,+56.308,+1,+65,+7342.53,+23865.3
2017-10-24 04:15:00 EDT,+64.2148,+56.257,+1,+65,+7340.71,+23987.7
2017-10-24 04:16:00 EDT,+63.4064,+56.206,+1,+65,+7338.88,+24110
2017-10-24 04:17:00 EDT,+62.7343,+56.155,+1,+65,+7336.87,+24232.3
2017-10-24 04:18:00 EDT,+62.1674,+56.104,+1,+65,+7335.05,+24354.6
2017-10-24 04:19:00 EDT,+62.6399,+56.053,+0,+65,+4445,+24444.7
2017-10-24 04:20:00 EDT,+63.4236,+56.002,+0,+65,+4445,+24518.8
2017-10-24 04:21:00 EDT,+65.4101,+55.951,+0,+65,+10995,+24665.7
2017-10-24 04:22:00 EDT,+67.618,+55.9,+0,+65,+10991.7,+24849
2017-10-24 04:23:00 EDT,+68.0348,+55.849,+0,+65,+4445,+24959.4
2017-10-24 04:24:00 EDT,+67.7739,+55.798,+0,+65,+4445,+25033.5
2017-10-24 04:25:00 EDT,+67.5797,+55.747,+0,+65,+4445,+25107.6
2017-10-24 04:26:00 EDT,+67.4366,+55.696,+0,+65,+4445,+25181.7
2017-10-24 04:27:00 EDT,+67.3329,+55.645,+0,+65,+4445,+25255.8
2017-10-24 04:28:00 EDT,+67.2595,+55.594,+0,+65,+4445,+25329.8
2017-10-24 04:29:00 EDT,+67.2093,+55.543,+0,+65,+4445,+25403.9
2017-10-24 04:30:00 EDT,+67.177,+55.492,+0,+65,+4445,+25478
2017-10-24 04:31:00 EDT,+67.1582,+55.441,+0,+65,+4445,+25552.1
2017-10-24 04:32:00 EDT,+67.1499,+55.39,+0,+65,+4445,+25626.2
2017-10-24 04:33:00 EDT,+67.1496,+55.339,+0,+65,+4445,+25700.3
2017-10-24 04:34:00 EDT,+67.1552,+55.288,+0,+65,+4445,+25774.3
2017-10-24 04:35:00 EDT,+67.1655,+55.237,+0,+65,+4445,+25848.4
2017-10-24 04:36:00 EDT,+67.1791,+55.186,+0,+65,+4445,+25922.5
2017-10-24 04:37:00 EDT,+67.1953,+55.135,+0,+65,+4445,+25996.6
2017-10-24 04:38:00 EDT,+67.2133,+55.084,+0,+65,+4445,+26070.7
2017-10-24 04:39:00 EDT,+67.2328,+55.033,+0,+65,+4445,+26144.8
2017-10-24 04:40:00 EDT,+67.2531,+54.982,+0,+65,+4445,+26218.8
2017-10-24 04:41:00 EDT,+67.2741,+54.931,+0,+65,+4445,+26292.9
2017-10-24 04:42:00 EDT,+67.2956,+54.88,+0,+65,+4445,+26367
2017-10-24 04:43:00 EDT,+67.3172,+54.829,+0,+65,+4445,+26441.1
2017-10-24 04:44:00 EDT,+67.339,+54.778,+0,+65,+4445,+26515.2
2017-10-24 04:45:00 EDT,+67.3607,+54.727,+0,+65,+4445,+26589.3
2017-10-24 04:46:00 EDT,+67.3823,+54.676,+0,+65,+4445,+26663.3
2017-10-24 04:47:00 EDT,+67.4038,+54.625,+0,+65,+4445,+26737.4
2017-10-24 04:48:00 EDT,+67.425,+54.574,+0,+65,+4445,+26811.5
2017-10-24 04:49:00 EDT,+67.446,+54.523,+0,+65,+4445,+26885.6
2017-10-24 04:50:00 EDT,+67.4668,+54.472,+0,+65,+4445,+26959.7
2017-10-24 04:51:00 EDT,+67.4872,+54.421,+0,+65,+4445,+27033.8
2017-10-24 04:52:00 EDT,+67.5073,+54.37,+0,+65,+4445,+27107.8
2017-10-24 04:53:00 EDT,+67.5271,+54.319,+0,+65,+4445,+27181.9
