# file...... house2_data.csv
# date...... Tue Oct 24 14:47:55 2017
# user...... nomad
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,house2:air_temperature, house2:outdoor_temperature, house2:is_COOL_on, house2:cooling_setpoint, house2_meter:measured_real_power, house2_meter:measured_real_energy
2017-10-24 00:59:00 EDT,+69.2871,+57.037,+0,+73,+2909,+3901.01
2017-10-24 01:00:00 EDT,+69.2229,+57.022,+0,+73,+2909,+3949.49
2017-10-24 01:01:00 EDT,+69.1658,+56.956,+0,+73,+2909,+3997.97
2017-10-24 01:02:00 EDT,+69.1131,+56.89,+0,+73,+2909,+4046.46
2017-10-24 01:03:00 EDT,+69.064,+56.824,+0,+73,+2909,+4094.94
2017-10-24 01:04:00 EDT,+69.0178,+56.758,+0,+73,+2909,+4143.42
2017-10-24 01:05:00 EDT,+69.93,+56.692,+0,+73,+12748.6,+4290.37
2017-10-24 01:06:00 EDT,+71.2727,+56.626,+0,+73,+12742.3,+4502.84
2017-10-24 01:07:00 EDT,+71.4479,+56.56,+0,+73,+2909,+4616.88
2017-10-24 01:08:00 EDT,+71.0205,+56.494,+0,+73,+2909,+4665.37
2017-10-24 01:09:00 EDT,+70.6674,+56.428,+0,+73,+2909,+4713.85
2017-10-24 01:10:00 EDT,+70.3743,+56.362,+0,+73,+2909,+4762.33
2017-10-24 01:11:00 EDT,+70.1298,+56.296,+0,+73,+2909,+4810.82
2017-10-24 01:12:00 EDT,+69.9247,+56.23,+0,+73,+2909,+4859.3
2017-10-24 01:13:00 EDT,+69.7515,+56.164,+0,+73,+2909,+4907.78
2017-10-24 01:14:00 EDT,+69.604,+56.098,+0,+73,+2909,+4956.27
2017-10-24 01:15:00 EDT,+69.4774,+56.032,+0,+73,+2909,+5004.75
2017-10-24 01:16:00 EDT,+69.3676,+55.966,+0,+73,+2909,+5053.23
2017-10-24 01:17:00 EDT,+69.2715,+55.9,+0,+73,+2909,+5101.72
2017-10-24 01:18:00 EDT,+69.1863,+55.834,+0,+73,+2909,+5150.2
2017-10-24 01:19:00 EDT,+69.1101,+55.768,+0,+73,+2909,+5198.68
2017-10-24 01:20:00 EDT,+69.041,+55.702,+0,+73,+2909,+5247.17
2017-10-24 01:21:00 EDT,+69.5372,+55.636,+0,+73,+12648,+5352.5
2017-10-24 01:22:00 EDT,+70.898,+55.57,+0,+73,+12641.8,+5563.3
2017-10-24 01:23:00 EDT,+71.4814,+55.504,+0,+73,+2909,+5717.22
2017-10-24 01:24:00 EDT,+71.0284,+55.438,+0,+73,+2909,+5765.7
2017-10-24 01:25:00 EDT,+70.6536,+55.372,+0,+73,+2909,+5814.18
2017-10-24 01:26:00 EDT,+70.3422,+55.306,+0,+73,+2909,+5862.67
2017-10-24 01:27:00 EDT,+70.082,+55.24,+0,+73,+2909,+5911.15
2017-10-24 01:28:00 EDT,+69.8634,+55.174,+0,+73,+2909,+5959.63
2017-10-24 01:29:00 EDT,+69.6784,+55.108,+0,+73,+2909,+6008.12
2017-10-24 01:30:00 EDT,+69.5205,+55.042,+0,+73,+2909,+6056.6
2017-10-24 01:31:00 EDT,+69.3847,+54.976,+0,+73,+2909,+6105.08
2017-10-24 01:32:00 EDT,+69.2666,+54.91,+0,+73,+2909,+6153.57
2017-10-24 01:33:00 EDT,+69.1629,+54.844,+0,+73,+2909,+6202.05
2017-10-24 01:34:00 EDT,+69.0709,+54.778,+0,+73,+2909,+6250.53
2017-10-24 01:35:00 EDT,+69.202,+54.712,+0,+73,+12561.6,+6320.48
2017-10-24 01:36:00 EDT,+70.5771,+54.646,+0,+73,+12555.5,+6529.84
2017-10-24 01:37:00 EDT,+71.5154,+54.58,+0,+73,+2909,+6717.66
2017-10-24 01:38:00 EDT,+71.0385,+54.514,+0,+73,+2909,+6766.15
2017-10-24 01:39:00 EDT,+70.6437,+54.448,+0,+73,+2909,+6814.63
2017-10-24 01:40:00 EDT,+70.3153,+54.382,+0,+73,+2909,+6863.11
2017-10-24 01:41:00 EDT,+70.0406,+54.316,+0,+73,+2909,+6911.6
2017-10-24 01:42:00 EDT,+69.8096,+54.25,+0,+73,+2909,+6960.08
2017-10-24 01:43:00 EDT,+69.6137,+54.184,+0,+73,+2909,+7008.56
2017-10-24 01:44:00 EDT,+69.4464,+54.118,+0,+73,+2909,+7057.05
2017-10-24 01:45:00 EDT,+69.3022,+54.052,+0,+73,+2909,+7105.53
2017-10-24 01:46:00 EDT,+69.1766,+53.986,+0,+73,+2909,+7154.01
2017-10-24 01:47:00 EDT,+69.0662,+53.92,+0,+73,+2909,+7202.5
2017-10-24 01:48:00 EDT,+69.4851,+53.854,+0,+73,+12482.5,+7304.2
2017-10-24 01:49:00 EDT,+70.7761,+53.788,+0,+73,+12476.4,+7512.24
2017-10-24 01:50:00 EDT,+71.3425,+53.722,+0,+73,+2909,+7667.03
2017-10-24 01:51:00 EDT,+70.8784,+53.656,+0,+73,+2909,+7715.51
2017-10-24 01:52:00 EDT,+70.4933,+53.59,+0,+73,+2909,+7764
2017-10-24 01:53:00 EDT,+70.1721,+53.524,+0,+73,+2909,+7812.48
2017-10-24 01:54:00 EDT,+69.9027,+53.458,+0,+73,+2909,+7860.96
2017-10-24 01:55:00 EDT,+69.6752,+53.392,+0,+73,+2909,+7909.45
2017-10-24 01:56:00 EDT,+69.4816,+53.326,+0,+73,+2909,+7957.93
2017-10-24 01:57:00 EDT,+69.3155,+53.26,+0,+73,+2909,+8006.41
2017-10-24 01:58:00 EDT,+69.1715,+53.194,+0,+73,+2909,+8054.9
2017-10-24 01:59:00 EDT,+69.0455,+53.128,+0,+73,+2909,+8103.38
2017-10-24 02:00:00 EDT,+69.8309,+53.062,+0,+73,+12410.4,+8246.94
2017-10-24 02:01:00 EDT,+71.0301,+53.095,+0,+73,+12413.4,+8453.77
2017-10-24 02:02:00 EDT,+71.1457,+53.128,+0,+73,+2909,+8565.62
2017-10-24 02:03:00 EDT,+70.7036,+53.161,+0,+73,+2909,+8614.1
2017-10-24 02:04:00 EDT,+70.3382,+53.194,+0,+73,+2909,+8662.59
2017-10-24 02:05:00 EDT,+70.0349,+53.227,+0,+73,+2909,+8711.07
2017-10-24 02:06:00 EDT,+69.7822,+53.26,+0,+73,+2909,+8759.55
2017-10-24 02:07:00 EDT,+69.5703,+53.293,+0,+73,+2909,+8808.04
2017-10-24 02:08:00 EDT,+69.3915,+53.326,+0,+73,+2909,+8856.52
2017-10-24 02:09:00 EDT,+69.2398,+53.359,+0,+73,+2909,+8905
2017-10-24 02:10:00 EDT,+69.1098,+53.392,+0,+73,+2909,+8953.49
2017-10-24 02:11:00 EDT,+69.024,+53.425,+0,+73,+12443.3,+9004.62
2017-10-24 02:12:00 EDT,+70.373,+53.458,+0,+73,+12446.3,+9212.01
2017-10-24 02:13:00 EDT,+71.4798,+53.491,+0,+73,+2909,+9416.8
2017-10-24 02:14:00 EDT,+70.9895,+53.524,+0,+73,+2909,+9465.28
2017-10-24 02:15:00 EDT,+70.5854,+53.557,+0,+73,+2909,+9513.76
2017-10-24 02:16:00 EDT,+70.2511,+53.59,+0,+73,+2909,+9562.25
2017-10-24 02:17:00 EDT,+69.9733,+53.623,+0,+73,+2909,+9610.73
2017-10-24 02:18:00 EDT,+69.7414,+53.656,+0,+73,+2909,+9659.21
2017-10-24 02:19:00 EDT,+69.5468,+53.689,+0,+73,+2909,+9707.7
2017-10-24 02:20:00 EDT,+69.3823,+53.722,+0,+73,+2909,+9756.18
2017-10-24 02:21:00 EDT,+69.2424,+53.755,+0,+73,+2909,+9804.66
2017-10-24 02:22:00 EDT,+69.1224,+53.788,+0,+73,+2909,+9853.15
2017-10-24 02:23:00 EDT,+69.0186,+53.821,+0,+73,+2909,+9901.63
2017-10-24 02:24:00 EDT,+70.1178,+53.854,+0,+73,+12481.6,+10077.7
2017-10-24 02:25:00 EDT,+71.3111,+53.887,+0,+73,+12484.6,+10285.7
2017-10-24 02:26:00 EDT,+71.1284,+53.92,+0,+73,+2909,+10366.1
2017-10-24 02:27:00 EDT,+70.7105,+53.953,+0,+73,+2909,+10414.6
2017-10-24 02:28:00 EDT,+70.3654,+53.986,+0,+73,+2909,+10463.1
2017-10-24 02:29:00 EDT,+70.0792,+54.019,+0,+73,+2909,+10511.6
2017-10-24 02:30:00 EDT,+69.8407,+54.052,+0,+73,+2909,+10560.1
2017-10-24 02:31:00 EDT,+69.641,+54.085,+0,+73,+2909,+10608.6
2017-10-24 02:32:00 EDT,+69.4728,+54.118,+0,+73,+2909,+10657
2017-10-24 02:33:00 EDT,+69.3301,+54.151,+0,+73,+2909,+10705.5
2017-10-24 02:34:00 EDT,+69.2081,+54.184,+0,+73,+2909,+10754
2017-10-24 02:35:00 EDT,+69.103,+54.217,+0,+73,+2909,+10802.5
2017-10-24 02:36:00 EDT,+69.0116,+54.25,+0,+73,+2909,+10851
2017-10-24 02:37:00 EDT,+70.1998,+54.283,+0,+73,+12521.9,+11035.6
2017-10-24 02:38:00 EDT,+71.4009,+54.316,+0,+73,+12524.9,+11244.3
2017-10-24 02:39:00 EDT,+71.1464,+54.349,+0,+73,+2909,+11316.8
2017-10-24 02:40:00 EDT,+70.7358,+54.382,+0,+73,+2909,+11365.3
2017-10-24 02:41:00 EDT,+70.3969,+54.415,+0,+73,+2909,+11413.8
2017-10-24 02:42:00 EDT,+70.1161,+54.448,+0,+73,+2909,+11462.3
2017-10-24 02:43:00 EDT,+69.8824,+54.481,+0,+73,+2909,+11510.7
2017-10-24 02:44:00 EDT,+69.6868,+54.514,+0,+73,+2909,+11559.2
2017-10-24 02:45:00 EDT,+69.5222,+54.547,+0,+73,+2909,+11607.7
2017-10-24 02:46:00 EDT,+69.3828,+54.58,+0,+73,+2909,+11656.2
2017-10-24 02:47:00 EDT,+69.2638,+54.613,+0,+73,+2909,+11704.7
2017-10-24 02:48:00 EDT,+69.1614,+54.646,+0,+73,+2909,+11753.2
2017-10-24 02:49:00 EDT,+69.0725,+54.679,+0,+73,+2909,+11801.6
2017-10-24 02:50:00 EDT,+69.1019,+54.712,+0,+73,+12561.6,+11860.9
2017-10-24 02:51:00 EDT,+70.5002,+54.745,+0,+73,+12564.7,+12070.2
2017-10-24 02:52:00 EDT,+71.5679,+54.778,+0,+73,+2909,+12268.9
2017-10-24 02:53:00 EDT,+71.0932,+54.811,+0,+73,+2909,+12317.4
2017-10-24 02:54:00 EDT,+70.7026,+54.844,+0,+73,+2909,+12365.9
2017-10-24 02:55:00 EDT,+70.3802,+54.877,+0,+73,+2909,+12414.3
2017-10-24 02:56:00 EDT,+70.1131,+54.91,+0,+73,+2909,+12462.8
2017-10-24 02:57:00 EDT,+69.8909,+54.943,+0,+73,+2909,+12511.3
2017-10-24 02:58:00 EDT,+69.705,+54.976,+0,+73,+2909,+12559.8
2017-10-24 02:59:00 EDT,+69.5486,+55.009,+0,+73,+2909,+12608.3
2017-10-24 03:00:00 EDT,+69.4161,+55.042,+0,+73,+2909,+12656.8
2017-10-24 03:01:00 EDT,+69.3031,+55.075,+0,+73,+2909,+12705.2
2017-10-24 03:02:00 EDT,+69.206,+55.108,+0,+73,+2909,+12753.7
2017-10-24 03:03:00 EDT,+69.1216,+55.141,+0,+73,+2909,+12802.2
2017-10-24 03:04:00 EDT,+69.0478,+55.174,+0,+73,+2909,+12850.7
2017-10-24 03:05:00 EDT,+69.4079,+55.207,+0,+73,+12607.7,+12942.3
2017-10-24 03:06:00 EDT,+70.7789,+55.24,+0,+73,+12610,+13152.4
2017-10-24 03:07:00 EDT,+71.507,+55.273,+0,+73,+2909,+13319.4
2017-10-24 03:08:00 EDT,+71.0537,+55.306,+0,+73,+2909,+13367.9
2017-10-24 03:09:00 EDT,+70.6808,+55.339,+0,+73,+2909,+13416.4
2017-10-24 03:10:00 EDT,+70.3731,+55.372,+0,+73,+2909,+13464.9
2017-10-24 03:11:00 EDT,+70.1184,+55.405,+0,+73,+2909,+13513.4
2017-10-24 03:12:00 EDT,+69.9065,+55.438,+0,+73,+2909,+13561.9
2017-10-24 03:13:00 EDT,+69.7293,+55.471,+0,+73,+2909,+13610.3
2017-10-24 03:14:00 EDT,+69.5804,+55.504,+0,+73,+2909,+13658.8
2017-10-24 03:15:00 EDT,+69.4544,+55.537,+0,+73,+2909,+13707.3
2017-10-24 03:16:00 EDT,+69.3471,+55.57,+0,+73,+2909,+13755.8
2017-10-24 03:17:00 EDT,+69.2548,+55.603,+0,+73,+2909,+13804.3
2017-10-24 03:18:00 EDT,+69.1748,+55.636,+0,+73,+2909,+13852.8
2017-10-24 03:19:00 EDT,+69.1048,+55.669,+0,+73,+2909,+13901.2
2017-10-24 03:20:00 EDT,+69.043,+55.702,+0,+73,+2909,+13949.7
2017-10-24 03:21:00 EDT,+69.3384,+55.735,+0,+73,+12657.3,+14033.4
2017-10-24 03:22:00 EDT,+70.744,+55.768,+0,+73,+12660.5,+14244.4
2017-10-24 03:23:00 EDT,+71.5761,+55.801,+0,+73,+2909,+14420.1
2017-10-24 03:24:00 EDT,+71.1211,+55.834,+0,+73,+2909,+14468.6
2017-10-24 03:25:00 EDT,+70.7473,+55.867,+0,+73,+2909,+14517.1
2017-10-24 03:26:00 EDT,+70.4393,+55.9,+0,+73,+2909,+14565.6
2017-10-24 03:27:00 EDT,+70.1846,+55.933,+0,+73,+2909,+14614.1
2017-10-24 03:28:00 EDT,+69.9733,+55.966,+0,+73,+2909,+14662.6
2017-10-24 03:29:00 EDT,+69.797,+55.999,+0,+73,+2909,+14711
2017-10-24 03:30:00 EDT,+69.6491,+56.032,+0,+73,+2909,+14759.5
2017-10-24 03:31:00 EDT,+69.5244,+56.065,+0,+73,+2909,+14808
2017-10-24 03:32:00 EDT,+69.4184,+56.098,+0,+73,+2909,+14856.5
2017-10-24 03:33:00 EDT,+69.3277,+56.131,+0,+73,+2909,+14905
2017-10-24 03:34:00 EDT,+69.2494,+56.164,+0,+73,+2909,+14953.5
2017-10-24 03:35:00 EDT,+69.1812,+56.197,+0,+73,+2909,+15001.9
2017-10-24 03:36:00 EDT,+69.1212,+56.23,+0,+73,+2909,+15050.4
2017-10-24 03:37:00 EDT,+69.0679,+56.263,+0,+73,+2909,+15098.9
2017-10-24 03:38:00 EDT,+69.0201,+56.296,+0,+73,+2909,+15147.4
2017-10-24 03:39:00 EDT,+69.8247,+56.329,+0,+73,+12713.9,+15283
2017-10-24 03:40:00 EDT,+71.1772,+56.362,+0,+73,+12717.1,+15494.9
2017-10-24 03:41:00 EDT,+71.4697,+56.395,+0,+73,+2909,+15619.7
2017-10-24 03:42:00 EDT,+71.0447,+56.428,+0,+73,+2909,+15668.2
2017-10-24 03:43:00 EDT,+70.6957,+56.461,+0,+73,+2909,+15716.6
2017-10-24 03:44:00 EDT,+70.4082,+56.494,+0,+73,+2909,+15765.1
2017-10-24 03:45:00 EDT,+70.1707,+56.527,+0,+73,+2909,+15813.6
2017-10-24 03:46:00 EDT,+69.9736,+56.56,+0,+73,+2909,+15862.1
2017-10-24 03:47:00 EDT,+69.8094,+56.593,+0,+73,+2909,+15910.6
2017-10-24 03:48:00 EDT,+69.6718,+56.626,+0,+73,+2909,+15959.1
2017-10-24 03:49:00 EDT,+69.5559,+56.659,+0,+73,+2909,+16007.5
2017-10-24 03:50:00 EDT,+69.4575,+56.692,+0,+73,+2909,+16056
2017-10-24 03:51:00 EDT,+69.3733,+56.725,+0,+73,+2909,+16104.5
2017-10-24 03:52:00 EDT,+69.3008,+56.758,+0,+73,+2909,+16153
2017-10-24 03:53:00 EDT,+69.2377,+56.791,+0,+73,+2909,+16201.5
2017-10-24 03:54:00 EDT,+69.1824,+56.824,+0,+73,+2909,+16250
2017-10-24 03:55:00 EDT,+69.1333,+56.857,+0,+73,+2909,+16298.4
2017-10-24 03:56:00 EDT,+69.0893,+56.89,+0,+73,+2909,+16346.9
2017-10-24 03:57:00 EDT,+69.0496,+56.923,+0,+73,+2909,+16395.4
2017-10-24 03:58:00 EDT,+69.0133,+56.956,+0,+73,+2909,+16443.9
2017-10-24 03:59:00 EDT,+69.9392,+56.989,+0,+73,+12777,+16591
2017-10-24 04:00:00 EDT,+71.3004,+57.022,+0,+73,+12780.2,+16804
2017-10-24 04:01:00 EDT,+71.4894,+56.971,+0,+73,+2909,+16918.3
2017-10-24 04:02:00 EDT,+71.0699,+56.92,+0,+73,+2909,+16966.7
2017-10-24 04:03:00 EDT,+70.7238,+56.869,+0,+73,+2909,+17015.2
2017-10-24 04:04:00 EDT,+70.4371,+56.818,+0,+73,+2909,+17063.7
2017-10-24 04:05:00 EDT,+70.1986,+56.767,+0,+73,+2909,+17112.2
2017-10-24 04:06:00 EDT,+69.9989,+56.716,+0,+73,+2909,+17160.7
2017-10-24 04:07:00 EDT,+69.8307,+56.665,+0,+73,+2909,+17209.2
2017-10-24 04:08:00 EDT,+69.6881,+56.614,+0,+73,+2909,+17257.6
2017-10-24 04:09:00 EDT,+69.566,+56.563,+0,+73,+2909,+17306.1
2017-10-24 04:10:00 EDT,+69.4607,+56.512,+0,+73,+2909,+17354.6
2017-10-24 04:11:00 EDT,+69.3689,+56.461,+0,+73,+2909,+17403.1
2017-10-24 04:12:00 EDT,+69.288,+56.41,+0,+73,+2909,+17451.6
2017-10-24 04:13:00 EDT,+69.216,+56.359,+0,+73,+2909,+17500.1
2017-10-24 04:14:00 EDT,+69.151,+56.308,+0,+73,+2909,+17548.5
2017-10-24 04:15:00 EDT,+69.0919,+56.257,+0,+73,+2909,+17597
2017-10-24 04:16:00 EDT,+69.0374,+56.206,+0,+73,+2909,+17645.5
2017-10-24 04:17:00 EDT,+69.4199,+56.155,+0,+73,+12697.2,+17737.5
2017-10-24 04:18:00 EDT,+70.8254,+56.104,+0,+73,+12692.3,+17949.1
2017-10-24 04:19:00 EDT,+71.5724,+56.053,+0,+73,+2909,+18117.2
2017-10-24 04:20:00 EDT,+71.1171,+56.002,+0,+73,+2909,+18165.7
2017-10-24 04:21:00 EDT,+70.7412,+55.951,+0,+73,+2909,+18214.2
2017-10-24 04:22:00 EDT,+70.4297,+55.9,+0,+73,+2909,+18262.6
2017-10-24 04:23:00 EDT,+70.1703,+55.849,+0,+73,+2909,+18311.1
2017-10-24 04:24:00 EDT,+69.9531,+55.798,+0,+73,+2909,+18359.6
2017-10-24 04:25:00 EDT,+69.7701,+55.747,+0,+73,+2909,+18408.1
2017-10-24 04:26:00 EDT,+69.6146,+55.696,+0,+73,+2909,+18456.6
2017-10-24 04:27:00 EDT,+69.4815,+55.645,+0,+73,+2909,+18505.1
2017-10-24 04:28:00 EDT,+69.3666,+55.594,+0,+73,+2909,+18553.5
2017-10-24 04:29:00 EDT,+69.2663,+55.543,+0,+73,+2909,+18602
2017-10-24 04:30:00 EDT,+69.1778,+55.492,+0,+73,+2909,+18650.5
2017-10-24 04:31:00 EDT,+69.0989,+55.441,+0,+73,+2909,+18699
2017-10-24 04:32:00 EDT,+69.0278,+55.39,+0,+73,+2909,+18747.5
2017-10-24 04:33:00 EDT,+69.8718,+55.339,+0,+73,+12620.2,+18890.4
2017-10-24 04:34:00 EDT,+71.1683,+55.288,+0,+73,+12615.4,+19100.8
2017-10-24 04:35:00 EDT,+71.3512,+55.237,+0,+73,+2909,+19216.7
2017-10-24 04:36:00 EDT,+70.9186,+55.186,+0,+73,+2909,+19265.1
2017-10-24 04:37:00 EDT,+70.5606,+55.135,+0,+73,+2909,+19313.6
2017-10-24 04:38:00 EDT,+70.2628,+55.084,+0,+73,+2909,+19362.1
2017-10-24 04:39:00 EDT,+70.0139,+55.033,+0,+73,+2909,+19410.6
2017-10-24 04:40:00 EDT,+69.8046,+54.982,+0,+73,+2909,+19459.1
2017-10-24 04:41:00 EDT,+69.6273,+54.931,+0,+73,+2909,+19507.6
2017-10-24 04:42:00 EDT,+69.4759,+54.88,+0,+73,+2909,+19556
2017-10-24 04:43:00 EDT,+69.3455,+54.829,+0,+73,+2909,+19604.5
2017-10-24 04:44:00 EDT,+69.2321,+54.778,+0,+73,+2909,+19653
2017-10-24 04:45:00 EDT,+69.1325,+54.727,+0,+73,+2909,+19701.5
2017-10-24 04:46:00 EDT,+69.0439,+54.676,+0,+73,+2909,+19750
2017-10-24 04:47:00 EDT,+69.6648,+54.625,+0,+73,+12553.6,+19870.8
2017-10-24 04:48:00 EDT,+70.963,+54.574,+0,+73,+12548.8,+20080
2017-10-24 04:49:00 EDT,+71.354,+54.523,+0,+73,+2909,+20216.9
2017-10-24 04:50:00 EDT,+70.9064,+54.472,+0,+73,+2909,+20265.4
2017-10-24 04:51:00 EDT,+70.5356,+54.421,+0,+73,+2909,+20313.9
2017-10-24 04:52:00 EDT,+70.227,+54.37,+0,+73,+2909,+20362.3
2017-10-24 04:53:00 EDT,+69.9688,+54.319,+0,+73,+2909,+20410.8
2017-10-24 04:54:00 EDT,+69.7513,+54.268,+0,+73,+2909,+20459.3
2017-10-24 04:55:00 EDT,+69.5668,+54.217,+0,+73,+2909,+20507.8
2017-10-24 04:56:00 EDT,+69.4091,+54.166,+0,+73,+2909,+20556.3
2017-10-24 04:57:00 EDT,+69.273,+54.115,+0,+73,+2909,+20604.8
2017-10-24 04:58:00 EDT,+69.1545,+54.064,+0,+73,+2909,+20653.2
2017-10-24 04:59:00 EDT,+69.0501,+54.013,+0,+73,+2909,+20701.7
2017-10-24 05:00:00 EDT,+69.674,+53.962,+0,+73,+12492.4,+20824.8
2017-10-24 05:01:00 EDT,+70.941,+53.962,+0,+73,+12492.4,+21033
2017-10-24 05:02:00 EDT,+71.2913,+53.962,+0,+73,+2909,+21166.7
2017-10-24 05:03:00 EDT,+70.8434,+53.962,+0,+73,+2909,+21215.1
2017-10-24 05:04:00 EDT,+70.4732,+53.962,+0,+73,+2909,+21263.6
2017-10-24 05:05:00 EDT,+70.1661,+53.962,+0,+73,+2909,+21312.1
2017-10-24 05:06:00 EDT,+69.91,+53.962,+0,+73,+2909,+21360.6
2017-10-24 05:07:00 EDT,+69.6953,+53.962,+0,+73,+2909,+21409.1
2017-10-24 05:08:00 EDT,+69.5141,+53.962,+0,+73,+2909,+21457.6
2017-10-24 05:09:00 EDT,+69.3601,+53.962,+0,+73,+2909,+21506
